satellite_name,cospar_id,norad_id,object_type,status_code,owner_code,launch_date,launch_site,decay_date,period_min,inclination_deg,apogee_km,perigee_km,radar_cross_section,data_status_code,orbit_center,orbit_type,age_years,avg_altitude_km,orbit_class
ZHONGXING-5,1984-049A,14985,PAY,-,PRC,1984-05-23,FRGUI,,1440.29,14.38,35906.0,35832.0,3.3756,,EA,ORB,41.880903490759756,35869.0,GEO
COSMOS 1559,1984-052A,14998,PAY,,CIS,1984-05-28,PLMSC,,115.76,74.01,1510.0,1469.0,0.6922,,EA,ORB,41.86721423682409,1489.5,LEO
COSMOS 1560,1984-052B,14999,PAY,,CIS,1984-05-28,PLMSC,,115.56,74.01,1491.0,1470.0,0.6825,,EA,ORB,41.86721423682409,1480.5,LEO
COSMOS 1561,1984-052C,15000,PAY,,CIS,1984-05-28,PLMSC,,115.39,74.01,1485.0,1461.0,0.6726,,EA,ORB,41.86721423682409,1473.0,LEO
COSMOS 1562,1984-052D,15001,PAY,,CIS,1984-05-28,PLMSC,,115.2,74.01,1477.0,1452.0,0.6669,,EA,ORB,41.86721423682409,1464.5,LEO
COSMOS 1563,1984-052E,15002,PAY,,CIS,1984-05-28,PLMSC,,115.03,74.01,1476.0,1438.0,0.7039,,EA,ORB,41.86721423682409,1457.0,LEO
COSMOS 1564,1984-052F,15003,PAY,,CIS,1984-05-28,PLMSC,,114.87,74.01,1475.0,1424.0,0.6717,,EA,ORB,41.86721423682409,1449.5,LEO
COSMOS 1565,1984-052G,15004,PAY,,CIS,1984-05-28,PLMSC,,114.7,74.01,1476.0,1407.0,0.6747,,EA,ORB,41.86721423682409,1441.5,LEO
COSMOS 1566,1984-052H,15005,PAY,,CIS,1984-05-28,PLMSC,,114.52,74.01,1475.0,1393.0,0.686,,EA,ORB,41.86721423682409,1434.0,LEO
COSMOS 1570,1984-056A,15031,PAY,,CIS,1984-06-08,PLMSC,,100.51,74.07,791.0,774.0,2.0002,,EA,ORB,41.83709787816564,782.5,LEO
NAVSTAR 9 (USA 1),1984-059A,15039,PAY,-,US,1984-06-13,AFWTR,,748.82,63.53,21598.0,20277.0,0.4659,,EA,ORB,41.82340862422998,20937.5,MEO
COSMOS 1574,1984-062A,15055,PAY,-,CIS,1984-06-21,PLMSC,,104.76,82.95,1002.0,964.0,2.4161,,EA,ORB,41.80150581793292,983.0,LEO
RADUGA 15,1984-063A,15057,PAY,-,CIS,1984-06-22,TYMSC,,1437.53,8.86,35822.0,35808.0,2.5119,,EA,ORB,41.79876796714579,35815.0,GEO
USA 3,1984-065C,15071,PAY,,US,1984-06-25,AFWTR,,95.14,95.89,528.0,523.0,,,EA,ORB,41.790554414784395,525.5,LEO
COSMOS 1577,1984-067A,15077,PAY,,CIS,1984-06-27,PLMSC,,104.68,82.95,1005.0,953.0,2.181,,EA,ORB,41.78507871321013,979.0,LEO
COSMOS 1579,1984-069A,15085,PAY,,CIS,1984-06-29,TYMSC,,103.88,65.05,968.0,916.0,2.113,,EA,ORB,41.779603011635864,942.0,LEO
COSMOS 1581,1984-071A,15095,PAY,,CIS,1984-07-03,PLMSC,,721.15,67.31,38077.0,2444.0,8.1463,,EA,ORB,41.76865160848734,20260.5,MEO
METEOR 2-11,1984-072A,15099,PAY,,CIS,1984-07-05,PLMSC,,103.95,82.53,954.0,936.0,4.3379,,EA,ORB,41.76317590691308,945.0,LEO
GORIZONT 10,1984-078A,15144,PAY,-,CIS,1984-08-01,TYMSC,,1436.98,9.02,35819.0,35789.0,2.3729,,EA,ORB,41.68925393566051,35804.0,GEO
HIMAWARI-3 (GMS-3),1984-080A,15152,PAY,-,JPN,1984-08-02,TANSC,,1442.34,10.73,35929.0,35888.0,3.2776,,EA,ORB,41.686516084873375,35908.5,GEO
EUTELSAT 1-F2 (ECS 2),1984-081A,15158,PAY,-,EUTE,1984-08-04,FRGUI,,1457.55,12.57,36240.0,36171.0,5.0118,,EA,ORB,41.68104038329911,36205.5,GEO
TELECOM 1A,1984-081B,15159,PAY,-,FR,1984-08-04,FRGUI,,1463.46,12.83,36477.0,36164.0,10.1506,,EA,ORB,41.68104038329911,36320.5,HEO
COSMOS 1589,1984-084A,15171,PAY,,CIS,1984-08-08,PLMSC,,115.92,82.6,1502.0,1492.0,11.2562,,EA,ORB,41.67008898015058,1497.0,LEO
AMPTE/CCE,1984-088A,15199,PAY,,US,1984-08-16,AFETR,,939.21,3.53,49661.0,1121.0,1.9943,,EA,ORB,41.648186173853524,25391.0,MEO
MOLNIYA 1-62,1984-089A,15214,PAY,,CIS,1984-08-24,PLMSC,,627.06,62.96,34757.0,1023.0,14.2009,,EA,ORB,41.62628336755647,17890.0,MEO
EKRAN 13,1984-090A,15219,PAY,-,CIS,1984-08-24,TYMSC,,1499.62,10.98,37084.0,36958.0,5.9495,,EA,ORB,41.62628336755647,37021.0,HEO
USA 4,1984-091A,15226,PAY,,US,1984-08-28,AFWTR,,717.27,63.06,37542.0,2788.0,,,EA,ORB,41.61533196440794,20165.0,MEO
SBS 4,1984-093B,15235,PAY,,US,1984-08-30,AFETR,,1458.0,13.61,36244.0,36184.0,1.5836,,EA,ORB,41.609856262833674,36214.0,GEO
LEASAT 2,1984-093C,15236,PAY,,US,1984-08-30,AFETR,,1477.6,10.93,36725.0,36465.0,14.3035,,EA,ORB,41.609856262833674,36595.0,HEO
TELSTAR 302,1984-093D,15237,PAY,,US,1984-08-30,AFETR,,1443.23,14.17,35930.0,35922.0,4.6276,,EA,ORB,41.609856262833674,35926.0,GEO
COSMOS 1593 [GLONASS],1984-095A,15259,PAY,-,CIS,1984-09-04,TYMSC,,675.72,64.82,19190.0,19069.0,1.5038,,EA,ORB,41.596167008898014,19129.5,MEO
COSMOS 1594 [GLONASS],1984-095B,15260,PAY,-,CIS,1984-09-04,TYMSC,,677.21,64.75,19177.0,19157.0,0.4265,,EA,ORB,41.596167008898014,19167.0,MEO
COSMOS 1595 [GLONASS],1984-095C,15261,PAY,-,CIS,1984-09-04,TYMSC,,675.73,64.77,19251.0,19009.0,1.5,,EA,ORB,41.596167008898014,19130.0,MEO
COSMOS 1596,1984-096A,15267,PAY,,CIS,1984-09-07,PLMSC,,717.2,65.9,37931.0,2395.0,8.1748,,EA,ORB,41.58795345653662,20163.0,MEO
NAVSTAR 10 (USA 5),1984-097A,15271,PAY,-,US,1984-09-08,AFWTR,,747.59,62.2,21310.0,20505.0,1.4013,,EA,ORB,41.58521560574949,20907.5,MEO
COSMOS 1598,1984-100A,15292,PAY,,CIS,1984-09-13,PLMSC,,104.87,82.95,1011.0,965.0,2.531,,EA,ORB,41.57152635181382,988.0,LEO
GALAXY 3 (G-3),1984-101A,15308,PAY,-,US,1984-09-21,AFETR,,1442.19,14.14,35934.0,35878.0,3.7869,,EA,ORB,41.549623545516766,35906.0,GEO
COSMOS 1602,1984-105A,15331,PAY,,CIS,1984-09-28,PLMSC,,90.2,82.51,288.0,280.0,8.9449,,EA,ORB,41.530458590006845,284.0,LEO
COSMOS 1603,1984-106A,15333,PAY,,CIS,1984-09-28,TYMSC,,101.8,71.03,859.0,829.0,6.732,,EA,ORB,41.530458590006845,844.0,LEO
COSMOS 1604,1984-107A,15350,PAY,,CIS,1984-10-04,PLMSC,,717.56,72.32,34625.0,5719.0,9.9012,,EA,ORB,41.51403148528405,20172.0,MEO
COSMOS 1605,1984-109A,15359,PAY,,CIS,1984-10-11,PLMSC,,104.7,82.94,1015.0,946.0,1.9847,,EA,ORB,41.49486652977413,980.5,LEO
NOVA 3,1984-110A,15362,PAY,,US,1984-10-12,AFWTR,,108.84,90.11,1197.0,1149.0,1.6629,,EA,ORB,41.492128678986994,1173.0,LEO
COSMOS 1607,1984-112A,15378,PAY,,CIS,1984-10-31,TYMSC,,104.07,64.99,982.0,920.0,2.2594,,EA,ORB,41.440109514031484,951.0,LEO
ARABSAT-1D (ANIK D2),1984-113B,15383,PAY,-,AB,1984-11-08,AFETR,,1455.94,13.64,36289.0,36059.0,6.2735,,EA,ORB,41.41820670773443,36174.0,GEO
LEASAT 1,1984-113C,15384,PAY,-,US,1984-11-08,AFETR,,1461.29,11.46,36415.0,36142.0,16.0109,,EA,ORB,41.41820670773443,36278.5,GEO
ZHONGXING-5R,1984-114A,15385,PAY,-,PRC,1984-11-10,FRGUI,,1443.39,14.68,35963.0,35895.0,7.8887,,EA,ORB,41.412731006160165,35929.0,GEO
MARECS-B2,1984-114B,15386,PAY,-,ESA,1984-11-10,FRGUI,,1501.11,13.57,37545.0,36554.0,3.1622,,EA,ORB,41.412731006160165,37049.5,HEO
NATO 3D,1984-115A,15391,PAY,-,NATO,1984-11-14,AFETR,,1516.5,14.28,37775.0,36917.0,5.3202,,EA,ORB,41.40177960301163,37346.0,HEO
COSMOS 1610,1984-118A,15398,PAY,,CIS,1984-11-15,PLMSC,,104.81,82.95,1008.0,963.0,1.9363,,EA,ORB,41.399041752224505,985.5,LEO
USA 6,1984-122A,15423,PAY,,US,1984-12-04,AFWTR,,,,,,,NEA,EA,ORB,41.347022587268995,,UNKNOWN
NOAA 9,1984-123A,15427,PAY,-,US,1984-12-12,AFWTR,,101.62,99.11,846.0,825.0,4.297,,EA,ORB,41.32511978097194,835.5,LEO
MOLNIYA 1-63,1984-124A,15429,PAY,,CIS,1984-12-14,PLMSC,,718.33,63.12,39551.0,831.0,15.4865,,EA,ORB,41.319644079397676,20191.0,MEO
VEGA 1 BUS,1984-125A,15432,PAY,,CIS,1984-12-15,TYMSC,,,,,,,NEA,SU,ORB,41.31690622861054,,UNKNOWN
VEGA 2 BUS,1984-128A,15449,PAY,,CIS,1984-12-21,TYMSC,,,,,,,NEA,SU,ORB,41.30047912388775,,UNKNOWN
USA 7 (DSP 12),1984-129A,15453,PAY,-,US,1984-12-22,AFETR,,1456.61,11.61,36197.0,36177.0,,,EA,ORB,41.29774127310061,36187.0,GEO
SAKIGAKE (MS-T5),1985-001A,15464,PAY,-,JPN,1985-01-07,KSCUT,,,,,,,NEA,SU,ORB,41.2539356605065,,UNKNOWN
COSMOS 1617,1985-003A,15469,PAY,,CIS,1985-01-15,PLMSC,,114.05,82.61,1414.0,1411.0,1.0618,,EA,ORB,41.23203285420944,1412.5,LEO
COSMOS 1618,1985-003B,15470,PAY,,CIS,1985-01-15,PLMSC,,114.01,82.6,1415.0,1406.0,0.1687,,EA,ORB,41.23203285420944,1410.5,LEO
COSMOS 1619,1985-003C,15471,PAY,,CIS,1985-01-15,PLMSC,,113.72,82.6,1412.0,1382.0,1.023,,EA,ORB,41.23203285420944,1397.0,LEO
COSMOS 1620,1985-003D,15472,PAY,,CIS,1985-01-15,PLMSC,,113.83,82.6,1413.0,1391.0,0.219,,EA,ORB,41.23203285420944,1402.0,LEO
COSMOS 1621,1985-003E,15473,PAY,,CIS,1985-01-15,PLMSC,,113.88,82.61,1413.0,1396.0,0.2061,,EA,ORB,41.23203285420944,1404.5,LEO
COSMOS 1622,1985-003F,15474,PAY,,CIS,1985-01-15,PLMSC,,113.94,82.61,1414.0,1401.0,0.142,,EA,ORB,41.23203285420944,1407.5,LEO
COSMOS 1624,1985-006A,15482,PAY,,CIS,1985-01-17,PLMSC,,100.42,74.04,789.0,768.0,2.086,,EA,ORB,41.22655715263518,778.5,LEO
GORIZONT 11,1985-007A,15484,PAY,-,CIS,1985-01-18,TYMSC,,1436.44,9.28,35805.0,35781.0,5.0118,,EA,ORB,41.223819301848046,35793.0,GEO
COSMOS 1627,1985-011A,15505,PAY,,CIS,1985-02-01,PLMSC,,104.76,82.92,1014.0,952.0,2.5222,,EA,ORB,41.1854893908282,983.0,LEO
METEOR 2-12,1985-013A,15516,PAY,,CIS,1985-02-06,PLMSC,,103.91,82.54,955.0,931.0,4.8425,,EA,ORB,41.17180013689254,943.0,LEO
USA 8,1985-010B,15543,PAY,,US,1985-01-24,AFETR,,1442.61,12.78,36484.0,35344.0,,,EA,ORB,41.20739219712526,35914.0,GEO
USA 9,1985-014A,15546,PAY,,US,1985-02-08,AFWTR,,,,,,,NEA,EA,ORB,41.16632443531827,,UNKNOWN
ARABSAT-1A,1985-015A,15560,PAY,-,AB,1985-02-08,FRGUI,,1437.74,11.92,35940.0,35697.0,3.166,,EA,ORB,41.16632443531827,35818.5,GEO
BRASILSAT 1,1985-015B,15561,PAY,-,BRAZ,1985-02-08,FRGUI,,1446.46,14.15,36012.0,35966.0,2.7224,,EA,ORB,41.16632443531827,35989.0,GEO
COSMOS 1629,1985-016A,15574,PAY,,CIS,1985-02-21,TYMSC,,1435.92,9.25,35809.0,35757.0,1.2589,,EA,ORB,41.13073237508556,35783.0,GEO
GEOSAT,1985-021A,15595,PAY,,US,1985-03-13,AFWTR,,100.0,108.05,760.0,757.0,9.0239,,EA,ORB,41.07597535934291,758.5,LEO
COSMOS 1634,1985-022A,15597,PAY,,CIS,1985-03-14,PLMSC,,104.7,82.94,1006.0,955.0,2.003,,EA,ORB,41.073237508555785,980.5,LEO
COSMOS 1635,1985-023A,15617,PAY,,CIS,1985-03-21,PLMSC,,115.82,74.06,1512.0,1473.0,0.697,,EA,ORB,41.054072553045856,1492.5,LEO
COSMOS 1636,1985-023B,15618,PAY,,CIS,1985-03-21,PLMSC,,115.63,74.05,1494.0,1474.0,0.6768,,EA,ORB,41.054072553045856,1484.0,LEO
COSMOS 1637,1985-023C,15619,PAY,,CIS,1985-03-21,PLMSC,,115.45,74.06,1488.0,1464.0,0.6757,,EA,ORB,41.054072553045856,1476.0,LEO
COSMOS 1638,1985-023D,15620,PAY,,CIS,1985-03-21,PLMSC,,115.27,74.05,1481.0,1455.0,0.6832,,EA,ORB,41.054072553045856,1468.0,LEO
COSMOS 1639,1985-023E,15621,PAY,,CIS,1985-03-21,PLMSC,,115.1,74.06,1480.0,1440.0,0.681,,EA,ORB,41.054072553045856,1460.0,LEO
COSMOS 1640,1985-023F,15622,PAY,,CIS,1985-03-21,PLMSC,,114.94,74.06,1479.0,1427.0,0.6955,,EA,ORB,41.054072553045856,1453.0,LEO
COSMOS 1641,1985-023G,15623,PAY,,CIS,1985-03-21,PLMSC,,114.78,74.05,1479.0,1411.0,0.6913,,EA,ORB,41.054072553045856,1445.0,LEO
COSMOS 1642,1985-023H,15624,PAY,,CIS,1985-03-21,PLMSC,,114.61,74.06,1478.0,1398.0,0.6993,,EA,ORB,41.054072553045856,1438.0,LEO
EKRAN 14,1985-024A,15626,PAY,-,CIS,1985-03-22,TYMSC,,1519.03,12.06,37488.0,37301.0,10.1485,,EA,ORB,41.05133470225873,37394.5,HEO
INTELSAT 510,1985-025A,15629,PAY,-,ITSO,1985-03-22,AFETR,,1465.19,13.81,36498.0,36210.0,4.1292,,EA,ORB,41.05133470225873,36354.0,HEO
NAHUEL I1 (ANIK C1),1985-028B,15642,PAY,-,ARGN,1985-04-12,AFETR,,1444.86,14.78,36010.0,35905.0,7.4001,,EA,ORB,40.993839835728956,35957.5,GEO
LEASAT 3,1985-028C,15643,PAY,,US,1985-04-12,AFETR,,1485.11,11.39,37079.0,36402.0,13.9921,,EA,ORB,40.993839835728956,36740.5,HEO
GSTAR 1,1985-035A,15677,PAY,-,US,1985-05-08,FRGUI,,1436.09,14.35,35801.0,35772.0,1.7452,,EA,ORB,40.92265571526352,35786.5,GEO
TELECOM 1B,1985-035B,15678,PAY,-,FR,1985-05-08,FRGUI,,1434.82,10.25,35778.0,35745.0,2.5119,,EA,ORB,40.92265571526352,35761.5,GEO
COSMOS 1650 [GLONASS],1985-037A,15697,PAY,-,CIS,1985-05-17,TYMSC,,675.73,64.85,19213.0,19047.0,1.9484,,EA,ORB,40.89801505817933,19130.0,MEO
COSMOS 1651 [GLONASS],1985-037B,15698,PAY,-,CIS,1985-05-17,TYMSC,,675.67,64.84,19167.0,19090.0,1.5488,,EA,ORB,40.89801505817933,19128.5,MEO
COSMOS 1652 [GLONASS],1985-037C,15699,PAY,-,CIS,1985-05-17,TYMSC,,675.84,64.84,19180.0,19085.0,0.3,,EA,ORB,40.89801505817933,19132.5,MEO
MOLNIYA 3-24,1985-040A,15738,PAY,,CIS,1985-05-29,PLMSC,,563.22,62.37,31797.0,630.0,15.6906,,EA,ORB,40.865160848733744,16213.5,MEO
COSMOS 1655,1985-041A,15751,PAY,,CIS,1985-05-30,PLMSC,,104.96,82.95,1011.0,974.0,1.5155,,EA,ORB,40.86242299794661,992.5,LEO
COSMOS 1656,1985-042A,15755,PAY,,CIS,1985-05-30,TYMSC,,101.34,71.11,846.0,798.0,12.1965,,EA,ORB,40.86242299794661,822.0,LEO
COSMOS 1660,1985-047A,15821,PAY,,CIS,1985-06-14,PLMSC,,116.05,73.62,1525.0,1482.0,9.8473,,EA,ORB,40.82135523613963,1503.5,LEO
MORELOS 1,1985-048B,15824,PAY,,MEX,1985-06-17,AFETR,,1447.62,13.99,36021.0,36003.0,6.2328,,EA,ORB,40.813141683778234,36012.0,GEO
ARABSAT-1B,1985-048C,15825,PAY,-,AB,1985-06-17,AFETR,,1433.66,12.45,35811.0,35667.0,3.9211,,EA,ORB,40.813141683778234,35739.0,GEO
TELSTAR 303,1985-048D,15826,PAY,,US,1985-06-17,AFETR,,1441.68,14.23,35911.0,35881.0,5.1182,,EA,ORB,40.813141683778234,35896.0,GEO
COSMOS 1661,1985-049A,15827,PAY,,CIS,1985-06-18,PLMSC,,717.11,67.83,35590.0,4732.0,6.977,,EA,ORB,40.8104038329911,20161.0,MEO
INTELSAT 511,1985-055A,15873,PAY,-,ITSO,1985-06-30,AFETR,,1438.33,13.26,35883.0,35777.0,8.3048,,EA,ORB,40.77754962354552,35830.0,GEO
GIOTTO,1985-056A,15875,PAY,-,ESA,1985-07-02,FRGUI,,,,,,,NEA,SU,ORB,40.772073921971256,,UNKNOWN
COSMOS 1670,1985-064A,15930,PAY,,CIS,1985-08-01,TYMSC,,104.06,64.94,986.0,914.0,2.4738,,EA,ORB,40.68993839835729,950.0,LEO
OSCAR 30,1985-066A,15935,PAY,,US,1985-08-03,AFWTR,,107.78,90.15,1251.0,997.0,1.1459,,EA,ORB,40.68446269678302,1124.0,LEO
OSCAR 24,1985-066B,15936,PAY,,US,1985-08-03,AFWTR,,107.79,90.17,1252.0,996.0,1.5246,,EA,ORB,40.68446269678302,1124.0,LEO
RADUGA 16,1985-070A,15946,PAY,-,CIS,1985-08-08,TYMSC,,1436.11,9.53,35797.0,35776.0,3.2066,,EA,ORB,40.67077344284736,35786.5,GEO
COSMOS 1675,1985-071A,15952,PAY,,CIS,1985-08-12,PLMSC,,458.4,65.73,25632.0,999.0,7.192,,EA,ORB,40.65982203969884,13315.5,MEO
SUISEI (PLANET-A),1985-073A,15967,PAY,-,JPN,1985-08-18,KSCUT,,,,,,,NEA,SU,ORB,40.643394934976044,,UNKNOWN
COSMOS 1677,1985-075A,15986,PAY,,CIS,1985-08-23,TYMSC,,103.84,64.68,981.0,900.0,2.2783,,EA,ORB,40.629705681040384,940.5,LEO
OPTUS A1 (AUSSAT 1),1985-076B,15993,PAY,,AUS,1985-08-27,AFETR,,1443.51,13.35,35950.0,35913.0,1.0,,EA,ORB,40.61875427789185,35931.5,GEO
ASC 1,1985-076C,15994,PAY,-,US,1985-08-27,AFETR,,1435.49,13.85,35787.0,35762.0,4.7431,,EA,ORB,40.61875427789185,35774.5,GEO
LEASAT 4,1985-076D,15995,PAY,,US,1985-08-27,AFETR,,1472.39,10.15,36529.0,36459.0,16.6731,,EA,ORB,40.61875427789185,36494.0,HEO
COSMOS 1680,1985-079A,16011,PAY,,CIS,1985-09-04,PLMSC,,100.41,74.05,790.0,766.0,2.0304,,EA,ORB,40.596851471594796,778.0,LEO
COSMOS 1684,1985-084A,16064,PAY,,CIS,1985-09-24,PLMSC,,717.12,67.7,33902.0,6420.0,9.5889,,EA,ORB,40.54209445585216,20161.0,MEO
INTELSAT 512,1985-087A,16101,PAY,-,ITSO,1985-09-28,AFETR,,1452.86,14.14,36170.0,36058.0,6.0376,,EA,ORB,40.53114305270363,36114.0,GEO
COSMOS 1687,1985-088A,16103,PAY,,CIS,1985-09-30,PLMSC,,716.94,71.86,34900.0,5413.0,12.5119,,EA,ORB,40.525667351129364,20156.5,MEO
USA 11,1985-092B,16116,PAY,,US,1985-10-03,AFETR,,1449.73,14.4,36062.0,36044.0,,,EA,ORB,40.51745379876797,36053.0,GEO
USA 12,1985-092C,16117,PAY,,US,1985-10-03,AFETR,,1454.7,14.33,36168.0,36132.0,,,EA,ORB,40.51745379876797,36150.0,GEO
NAVSTAR 11 (USA 10),1985-093A,16129,PAY,-,US,1985-10-09,AFWTR,,760.42,63.52,22157.0,20281.0,0.4881,,EA,ORB,40.50102669404517,21219.0,MEO
COSMOS 1690,1985-094A,16138,PAY,,CIS,1985-10-09,PLMSC,,113.73,82.6,1416.0,1380.0,1.1019,,EA,ORB,40.50102669404517,1398.0,LEO
COSMOS 1691,1985-094B,16139,PAY,,CIS,1985-10-09,PLMSC,,114.06,82.61,1414.0,1412.0,1.0052,,EA,ORB,40.50102669404517,1413.0,LEO
COSMOS 1692,1985-094C,16140,PAY,,CIS,1985-10-09,PLMSC,,113.84,82.6,1417.0,1389.0,0.1579,,EA,ORB,40.50102669404517,1403.0,LEO
COSMOS 1693,1985-094D,16141,PAY,,CIS,1985-10-09,PLMSC,,113.89,82.61,1416.0,1394.0,0.249,,EA,ORB,40.50102669404517,1405.0,LEO
COSMOS 1694,1985-094E,16142,PAY,,CIS,1985-10-09,PLMSC,,113.95,82.61,1416.0,1399.0,0.197,,EA,ORB,40.50102669404517,1407.5,LEO
COSMOS 1695,1985-094F,16143,PAY,,CIS,1985-10-09,PLMSC,,114.02,82.6,1416.0,1406.0,0.207,,EA,ORB,40.50102669404517,1411.0,LEO
COSMOS 1697,1985-097A,16181,PAY,,CIS,1985-10-22,TYMSC,,101.86,70.96,858.0,835.0,3.3325,,EA,ORB,40.46543463381246,846.5,LEO
COSMOS 1698,1985-098A,16183,PAY,,CIS,1985-10-22,PLMSC,,717.35,71.35,33928.0,6405.0,5.0119,,EA,ORB,40.46543463381246,20166.5,MEO
METEOR 3-1,1985-100A,16191,PAY,,CIS,1985-10-24,PLMSC,,109.31,82.54,1210.0,1180.0,4.4356,,EA,ORB,40.459958932238195,1195.0,LEO
COSMOS 1700,1985-102A,16199,PAY,-,CIS,1985-10-25,TYMSC,,1435.45,9.83,35789.0,35759.0,2.5118,,EA,ORB,40.45722108145106,35774.0,GEO
RADUGA 17,1985-107A,16250,PAY,-,CIS,1985-11-15,TYMSC,,1437.88,9.72,35873.0,35770.0,3.981,,EA,ORB,40.39972621492129,35821.5,GEO
COSMOS 1703,1985-108A,16262,PAY,,CIS,1985-11-22,PLMSC,,92.77,82.46,413.0,408.0,7.3663,,EA,ORB,40.380561259411365,410.5,LEO
MORELOS 2,1985-109B,16274,PAY,,MEX,1985-11-27,AFETR,,1446.38,14.76,35998.0,35977.0,7.6322,,EA,ORB,40.3668720054757,35987.5,GEO
OPTUS A2 (AUSSAT 2),1985-109C,16275,PAY,,AUS,1985-11-27,AFETR,,1440.63,13.42,35899.0,35851.0,0.7943,,EA,ORB,40.3668720054757,35875.0,GEO
SATCOM K2,1985-109D,16276,PAY,,US,1985-11-27,AFETR,,1445.71,14.73,36020.0,35929.0,10.0,,EA,ORB,40.3668720054757,35974.5,GEO
COSMOS 1704,1985-110A,16291,PAY,,CIS,1985-11-28,PLMSC,,104.74,82.94,1004.0,960.0,2.1566,,EA,ORB,40.36413415468857,982.0,LEO
COSMOS 1707,1985-113A,16326,PAY,,CIS,1985-12-12,PLMSC,,91.69,82.49,360.0,355.0,7.5043,,EA,ORB,40.32580424366872,357.5,LEO
COSMOS 1709,1985-116A,16368,PAY,,CIS,1985-12-19,PLMSC,,104.75,82.95,1008.0,958.0,2.0655,,EA,ORB,40.3066392881588,983.0,LEO
MOLNIYA 3-27,1985-117A,16393,PAY,,CIS,1985-12-24,PLMSC,,677.95,62.02,37375.0,996.0,15.4839,,EA,ORB,40.29295003422313,19185.5,MEO
COSMOS 1710 [GLONASS],1985-118A,16396,PAY,-,CIS,1985-12-24,TYMSC,,675.73,66.08,19163.0,19096.0,0.6083,,EA,ORB,40.29295003422313,19129.5,MEO
COSMOS 1711 [GLONASS],1985-118B,16397,PAY,-,CIS,1985-12-24,TYMSC,,675.73,66.09,19152.0,19107.0,0.7784,,EA,ORB,40.29295003422313,19129.5,MEO
COSMOS 1712 [GLONASS],1985-118C,16398,PAY,-,CIS,1985-12-24,TYMSC,,676.31,66.09,19172.0,19116.0,0.3953,,EA,ORB,40.29295003422313,19144.0,MEO
METEOR 2-13,1985-119A,16408,PAY,,CIS,1985-12-26,PLMSC,,103.93,82.54,955.0,933.0,4.0079,,EA,ORB,40.28747433264887,944.0,LEO
COSMOS 1716,1986-002A,16449,PAY,,CIS,1986-01-09,PLMSC,,115.48,73.99,1492.0,1463.0,0.678,,EA,ORB,40.24914442162902,1477.5,LEO
COSMOS 1717,1986-002B,16450,PAY,,CIS,1986-01-09,PLMSC,,115.85,73.99,1513.0,1475.0,0.681,,EA,ORB,40.24914442162902,1494.0,LEO
COSMOS 1718,1986-002C,16451,PAY,,CIS,1986-01-09,PLMSC,,115.65,73.99,1496.0,1474.0,0.6762,,EA,ORB,40.24914442162902,1485.0,LEO
COSMOS 1719,1986-002D,16452,PAY,,CIS,1986-01-09,PLMSC,,115.3,73.99,1484.0,1455.0,0.6881,,EA,ORB,40.24914442162902,1469.5,LEO
COSMOS 1720,1986-002E,16453,PAY,,CIS,1986-01-09,PLMSC,,115.14,73.99,1483.0,1440.0,0.686,,EA,ORB,40.24914442162902,1461.5,LEO
COSMOS 1721,1986-002F,16454,PAY,,CIS,1986-01-09,PLMSC,,114.98,73.99,1483.0,1426.0,0.6889,,EA,ORB,40.24914442162902,1454.5,LEO
COSMOS 1722,1986-002G,16455,PAY,,CIS,1986-01-09,PLMSC,,114.83,73.99,1484.0,1411.0,0.6899,,EA,ORB,40.24914442162902,1447.5,LEO
COSMOS 1723,1986-002H,16456,PAY,,CIS,1986-01-09,PLMSC,,114.67,73.99,1481.0,1400.0,0.6816,,EA,ORB,40.24914442162902,1440.5,LEO
SATCOM K1,1986-003B,16482,PAY,,US,1986-01-12,AFETR,,1446.36,14.7,35995.0,35979.0,7.6761,,EA,ORB,40.24093086926762,35987.0,GEO
COSMOS 1725,1986-005A,16493,PAY,,CIS,1986-01-16,PLMSC,,104.73,82.93,999.0,965.0,2.047,,EA,ORB,40.2299794661191,982.0,LEO
RADUGA 18,1986-007A,16497,PAY,-,CIS,1986-01-17,TYMSC,,1457.31,10.63,36494.0,35907.0,2.4023,,EA,ORB,40.22724161533196,36200.5,GEO
COSMOS 1727,1986-008A,16510,PAY,,CIS,1986-01-23,PLMSC,,104.75,82.95,1012.0,954.0,1.4617,,EA,ORB,40.21081451060917,983.0,LEO
STTW-1,1986-010A,16526,PAY,-,PRC,1986-02-01,XICLF,,1436.7,10.71,35813.0,35784.0,10.0,,EA,ORB,40.186173853524984,35798.5,GEO
COSMOS 1729,1986-011A,16527,PAY,,CIS,1986-02-01,PLMSC,,718.32,70.86,32143.0,8238.0,13.7303,,EA,ORB,40.186173853524984,20190.5,MEO
USA 15,1986-014A,16591,PAY,,US,1986-02-09,AFWTR,,101.89,63.29,1334.0,363.0,,,EA,ORB,40.16427104722793,848.5,LEO
COSMOS 1732,1986-015A,16593,PAY,,CIS,1986-02-11,PLMSC,,116.03,73.61,1523.0,1481.0,8.1501,,EA,ORB,40.158795345653665,1502.0,LEO
YURI-2B (BS-2B),1986-016A,16597,PAY,-,JPN,1986-02-12,TANSC,,1450.31,12.35,36114.0,36015.0,2.928,,EA,ORB,40.15605749486653,36064.5,GEO
